,policy_id,auto_year,num_insurers_past_5_years,policy_state_or,collision_type_side,num_witnesses,collision_type_na,total_claim_amount,driver_relationship_self,injury_claim,incident_month,driver_relationship_child,incident_dow,incident_type_breakin,num_injuries,policy_deductable,num_claims_past_year,authorities_contacted_ambulance,driver_relationship_spouse,collision_type_front,incident_severity,incident_day,incident_type_collision,incident_type_theft,policy_state_wa,months_as_customer,fraud,driver_relationship_na,policy_liability,police_report_available,customer_gender_male,num_vehicles_involved,vehicle_claim,policy_state_ca,policy_state_id,policy_state_az,policy_annual_premium,customer_gender_female,incident_hour,authorities_contacted_police,authorities_contacted_none,collision_type_rear,authorities_contacted_fire,policy_state_nv,customer_age,customer_education,driver_relationship_other
2705,3539,2009,1,1,1,0,0,1000.0,0,0.0,4,0,4,0,0,750,0,0,1,0,0,19,1,0,0,214,0,0,1,0,1,2,1000.0,0,0,0,3000,0,17,0,1,0,0,0,64,3,0
2706,1911,2017,1,0,0,1,0,37000.0,1,6500.0,7,0,0,0,1,750,0,0,0,1,2,29,1,0,0,231,0,0,1,1,1,3,30500.0,1,0,0,2750,0,13,1,0,0,0,0,56,3,0
2707,1917,2012,1,0,0,2,0,31000.0,1,19500.0,5,0,2,0,2,750,0,0,0,0,1,8,1,0,0,184,0,0,1,0,1,2,11500.0,1,0,0,2900,0,16,1,0,1,0,0,74,3,0
2708,277,2015,1,0,1,0,0,14500.0,0,0.0,1,0,1,0,0,750,0,0,1,0,1,22,1,0,0,9,0,0,2,0,0,2,14500.0,1,0,0,2850,1,10,1,0,0,0,0,50,4,0
2709,3628,2020,1,0,0,1,0,38000.0,1,15000.0,11,0,5,0,1,750,0,0,0,1,1,23,1,0,0,372,0,0,0,1,1,3,23000.0,1,0,0,3000,0,5,1,0,0,0,0,51,1,0
2710,1967,2009,1,0,0,0,0,31500.0,1,25000.0,2,0,0,0,1,750,0,0,0,1,1,18,1,0,0,251,0,0,1,1,1,3,6500.0,1,0,0,3000,0,5,1,0,0,0,0,62,1,0
2711,1988,2018,1,0,0,2,0,67000.0,0,30000.0,9,1,0,0,1,750,0,0,0,1,2,23,1,0,0,53,0,0,2,1,1,3,37000.0,1,0,0,3000,0,8,1,0,0,0,0,37,3,0
2712,338,2016,1,0,1,0,0,35500.0,1,7500.0,11,0,4,0,1,750,0,0,0,0,2,1,1,0,0,106,0,0,0,1,1,2,28000.0,0,0,1,3000,0,19,1,0,0,0,0,47,3,0
2713,366,2013,1,0,1,2,0,12000.0,0,0.0,2,0,6,0,0,750,0,0,1,0,1,3,1,0,0,295,0,0,0,1,0,3,12000.0,1,0,0,3000,1,17,1,0,0,0,0,68,3,0
2714,2096,2017,1,0,0,0,0,41500.0,1,12000.0,11,0,0,0,3,750,0,0,0,1,2,4,1,0,1,143,0,0,1,0,1,2,29500.0,0,0,0,2700,0,14,0,0,0,1,0,32,3,0
2715,2106,2016,1,1,0,0,0,19500.0,1,6000.0,11,0,6,0,1,750,0,0,0,1,1,17,1,0,0,129,0,0,1,1,0,2,13500.0,0,0,0,3000,1,9,1,0,0,0,0,29,4,0
2716,448,2014,1,0,0,5,0,33000.0,1,5500.0,5,0,2,0,2,750,0,0,0,1,2,22,1,0,0,102,0,0,1,1,1,4,27500.0,1,0,0,2450,0,2,1,0,0,0,0,59,4,0
2717,3794,2018,1,0,0,3,0,29000.0,1,7000.0,6,0,4,0,2,750,0,0,0,1,1,21,1,0,0,377,0,0,0,1,1,2,22000.0,1,0,0,2900,0,4,1,0,0,0,0,54,3,0
2718,3841,2017,1,0,0,1,0,44500.0,0,9000.0,11,0,6,0,1,750,0,0,1,0,2,10,1,0,0,257,0,0,2,1,1,3,35500.0,0,1,0,3000,0,14,1,0,1,0,0,47,3,0
2719,2196,2011,2,1,0,0,0,1000.0,0,0.0,1,0,1,0,0,750,0,0,1,0,0,15,1,0,0,40,0,0,2,0,0,2,1000.0,0,0,0,2700,1,12,0,1,1,0,0,73,1,0
2720,3899,2015,1,0,0,0,0,45000.0,0,15000.0,5,1,2,0,1,750,0,0,0,1,2,22,1,0,0,169,0,0,0,1,1,3,30000.0,1,0,0,3000,0,13,1,0,0,0,0,55,3,0
2721,3920,2017,1,0,0,1,0,8500.0,1,0.0,11,0,3,0,0,750,0,0,0,0,1,14,1,0,0,104,0,0,0,1,0,2,8500.0,1,0,0,3000,1,17,1,0,1,0,0,67,4,0
2722,3956,2019,2,0,0,2,0,9500.0,0,0.0,5,0,4,0,0,750,0,0,1,1,0,17,1,0,0,18,0,0,3,1,1,3,9500.0,1,0,0,3000,0,9,1,0,0,0,0,33,1,0
2723,630,2016,4,0,0,1,0,64000.0,0,25000.0,3,0,4,0,1,750,0,0,1,1,2,15,1,0,0,9,0,0,1,1,0,2,39000.0,1,0,0,3000,1,16,1,0,0,0,0,64,3,0
2724,2314,2018,1,0,0,1,0,41000.0,1,12000.0,10,0,1,0,1,750,0,0,0,0,2,22,1,0,0,22,0,0,0,1,0,3,29000.0,1,0,0,2850,1,13,1,0,1,0,0,47,3,0
2725,4003,2017,1,0,0,0,0,17500.0,1,0.0,11,0,0,0,0,750,1,0,0,1,1,18,1,0,0,72,0,0,2,1,1,3,17500.0,1,0,0,3000,0,7,1,0,0,0,0,51,3,0
2726,2348,2014,4,0,0,0,0,18000.0,0,8500.0,7,1,1,0,2,750,0,0,0,1,1,23,1,0,0,15,0,0,0,0,1,2,9500.0,1,0,0,2800,0,7,1,0,0,0,0,21,3,0
2727,681,2016,1,0,0,0,0,12500.0,1,0.0,7,0,0,0,0,750,0,0,0,1,0,8,1,0,1,40,0,0,1,0,1,1,12500.0,0,0,0,2550,0,18,0,1,0,0,0,45,3,0
2728,2360,2014,1,0,0,2,0,15000.0,1,0.0,1,0,2,0,0,750,0,0,0,1,1,16,1,0,0,81,0,0,1,0,1,2,15000.0,1,0,0,3000,0,15,1,0,0,0,0,57,1,0
2729,4030,2012,1,0,0,0,1,14500.0,0,0.0,12,0,5,1,0,750,0,0,0,0,0,14,0,0,0,78,0,1,0,0,1,1,14500.0,1,0,0,3000,0,2,1,0,0,0,0,38,1,0
2730,4066,2014,1,0,0,0,0,13000.0,1,0.0,1,0,3,0,0,750,0,0,0,1,1,17,1,0,1,100,0,0,1,1,1,2,13000.0,0,0,0,3000,0,16,1,0,0,0,0,59,3,0
2731,743,2008,1,0,0,0,0,5500.0,1,0.0,7,0,2,0,0,750,0,0,0,1,1,24,1,0,0,168,0,0,1,1,1,2,5500.0,1,0,0,2950,0,6,1,0,0,0,0,57,4,0
2732,2426,2009,2,0,0,0,0,9500.0,1,0.0,5,0,6,0,0,750,0,0,0,1,0,5,1,0,0,43,0,0,0,0,0,1,9500.0,1,0,0,2900,1,10,0,1,0,0,0,41,3,0
2733,758,2009,1,1,0,0,0,8000.0,1,0.0,2,0,3,0,0,750,0,0,0,0,0,14,1,0,0,81,0,0,1,0,1,2,8000.0,0,0,0,2850,0,23,0,1,1,0,0,56,4,0
2734,2427,2017,2,1,0,1,0,20000.0,0,0.0,9,0,0,0,0,850,0,0,0,1,1,16,1,0,0,31,0,0,1,1,1,2,20000.0,0,0,0,2550,0,14,1,0,0,0,0,50,3,1
2735,2451,2016,1,0,0,1,0,16500.0,1,0.0,8,0,0,0,0,750,0,0,0,1,0,12,1,0,0,101,0,0,1,1,1,3,16500.0,1,0,0,3000,0,10,1,0,0,0,0,38,1,0
2736,4134,2020,1,0,0,3,0,62500.0,1,40500.0,12,0,5,0,4,750,0,0,0,1,1,21,1,0,1,109,0,0,2,1,1,3,22000.0,0,0,0,3000,0,7,1,0,0,0,0,43,2,0
2737,2474,2015,1,0,0,3,0,71000.0,1,35500.0,12,0,4,0,3,750,0,0,0,1,2,6,1,0,0,108,0,0,2,1,1,3,35500.0,1,0,0,2800,0,12,1,0,0,0,0,48,4,0
2738,2525,2007,1,0,1,0,0,5000.0,0,0.0,7,0,1,0,0,750,0,0,0,0,1,2,1,0,0,136,0,0,1,0,0,2,5000.0,1,0,0,3000,1,7,1,0,0,0,0,74,3,1
2739,4212,2015,1,0,0,3,0,37500.0,0,7500.0,5,0,3,0,3,750,0,0,1,1,2,2,1,0,0,77,0,0,1,1,0,3,30000.0,1,0,0,2550,1,13,1,0,0,0,0,51,3,0
2740,4242,2008,1,0,0,2,0,9500.0,1,0.0,8,0,2,0,0,750,0,0,0,1,1,14,1,0,0,114,0,0,3,1,0,2,9500.0,1,0,0,2800,1,14,1,0,0,0,0,42,3,0
2741,2595,2019,1,0,0,0,1,7000.0,0,0.0,3,0,3,1,0,750,0,0,0,0,0,21,0,0,0,106,0,1,0,0,1,1,7000.0,0,0,1,3000,0,8,1,0,0,0,0,40,4,0
2742,936,2014,1,0,1,0,0,12500.0,1,0.0,8,0,2,0,0,750,0,0,0,0,0,21,1,0,0,182,0,0,0,0,1,1,12500.0,1,0,0,3000,0,17,0,1,0,0,0,59,3,0
2743,4301,2015,1,0,0,0,1,10000.0,0,0.0,7,0,2,0,0,750,0,0,0,0,1,31,0,1,0,21,0,1,0,0,0,1,10000.0,1,0,0,2900,1,19,1,0,0,0,0,59,4,0
2744,2642,2016,1,0,1,1,0,62500.0,1,25000.0,7,0,6,0,1,750,0,0,0,0,2,14,1,0,0,101,0,0,1,1,0,3,37500.0,1,0,0,3000,1,19,1,0,0,0,0,56,3,0
2745,4312,2016,1,0,0,2,0,5000.0,1,0.0,5,0,0,0,0,750,0,0,0,0,0,13,1,0,1,191,0,0,3,0,1,2,5000.0,0,0,0,3000,0,7,0,1,1,0,0,65,4,0
2746,2655,2017,1,0,0,0,1,14000.0,0,0.0,1,0,0,1,0,750,0,0,0,0,0,28,0,0,0,58,0,1,0,0,1,1,14000.0,1,0,0,2900,0,3,1,0,0,0,0,38,4,0
2747,4335,2020,1,0,0,0,0,15000.0,1,0.0,2,0,1,0,0,750,0,0,0,0,0,26,1,0,0,130,0,0,1,0,1,1,15000.0,0,0,1,3000,0,3,0,1,1,0,0,52,2,0
2748,1007,2013,1,0,1,1,0,25500.0,1,7000.0,6,0,4,0,2,750,0,0,0,0,1,7,1,0,0,55,0,0,3,1,0,2,18500.0,0,0,1,2650,1,13,1,0,0,0,0,24,3,0
2749,4389,2019,1,0,1,0,0,16500.0,1,0.0,10,0,5,0,0,750,0,0,0,0,0,12,1,0,0,60,0,0,3,0,1,1,16500.0,1,0,0,3000,0,16,0,1,0,0,0,41,2,0
2750,4395,2014,4,0,0,0,1,8500.0,0,0.0,1,0,1,1,0,750,0,0,0,0,0,29,0,0,0,21,0,1,3,0,1,1,8500.0,0,0,0,3000,0,15,1,0,0,0,1,24,3,0
2751,2730,2017,1,0,0,0,0,5500.0,0,0.0,9,0,1,0,0,750,0,0,1,0,0,3,1,0,1,106,0,0,1,0,1,1,5500.0,0,0,0,2600,0,20,0,1,1,0,0,48,3,0
2752,1070,2019,1,0,0,0,1,6000.0,0,0.0,11,0,4,1,0,750,0,0,0,0,0,15,0,0,0,184,0,1,3,0,1,1,6000.0,1,0,0,3000,0,23,1,0,0,0,0,46,2,0
2753,4447,2017,1,0,1,1,0,39000.0,1,25000.0,12,0,1,0,1,750,0,0,0,0,1,17,1,0,0,180,0,0,1,0,1,2,14000.0,1,0,0,3000,0,10,1,0,0,0,0,50,3,0
2754,4503,2016,1,0,0,0,1,14000.0,0,0.0,9,0,3,1,0,750,0,0,0,0,0,5,0,0,1,72,0,1,3,0,1,1,14000.0,0,0,0,3000,0,12,1,0,0,0,0,38,3,0
2755,2849,2020,1,0,1,0,0,36000.0,1,12000.0,1,0,0,0,3,750,0,1,0,0,1,7,1,0,1,129,0,0,1,0,1,2,24000.0,0,0,0,3000,0,8,0,0,0,0,0,39,3,0
2756,4533,2020,1,0,0,1,0,81500.0,1,60000.0,11,0,3,0,2,750,0,0,0,1,1,28,1,0,0,168,0,0,2,0,1,2,21500.0,0,0,0,2900,0,16,1,0,0,0,1,68,4,0
2757,1207,2013,1,0,1,2,0,8500.0,1,0.0,8,0,6,0,0,750,0,0,0,0,1,25,1,0,1,162,0,0,1,1,1,3,8500.0,0,0,0,3000,0,14,1,0,0,0,0,55,1,0
2758,2877,2018,3,0,0,0,1,13000.0,0,0.0,2,0,4,1,0,750,0,0,0,0,0,15,0,0,0,1,0,1,0,0,0,1,13000.0,1,0,0,2650,1,4,1,0,0,0,0,54,1,0
2759,4554,2016,1,0,1,2,0,32000.0,1,0.0,1,0,1,0,0,750,0,0,0,0,2,1,1,0,0,134,0,0,0,1,1,3,32000.0,1,0,0,3000,0,7,1,0,0,0,0,43,0,0
2760,2923,2017,2,0,1,1,0,23500.0,1,15000.0,6,0,1,0,1,750,0,0,0,0,1,25,1,0,0,56,0,0,0,1,0,2,8500.0,1,0,0,3000,1,14,1,0,0,0,0,42,4,0
2761,4613,2019,4,0,0,0,0,11500.0,1,0.0,9,0,0,0,0,750,0,0,0,1,0,9,1,0,0,20,0,0,1,0,0,1,11500.0,1,0,0,2800,1,4,0,1,0,0,0,46,3,0
2762,4657,2018,1,0,0,0,0,14500.0,1,3000.0,6,0,2,0,1,750,0,0,0,0,1,5,1,0,1,206,0,0,1,0,0,2,11500.0,0,0,0,3000,1,10,1,0,1,0,0,45,4,0
2763,4664,2020,1,0,0,0,0,43500.0,1,0.0,11,0,1,0,0,750,0,0,0,0,2,19,1,0,0,181,0,0,0,1,1,2,43500.0,1,0,0,3000,0,5,1,0,1,0,0,64,3,0
2764,1337,2015,1,0,1,2,0,60000.0,1,30000.0,3,0,0,0,4,750,0,0,0,0,2,25,1,0,0,200,0,0,0,1,1,3,30000.0,1,0,0,2750,0,5,1,0,0,0,0,43,4,0
2765,4679,2014,1,0,0,0,0,14000.0,1,0.0,1,0,4,0,0,750,0,0,0,1,1,25,1,0,0,203,0,0,2,0,1,2,14000.0,1,0,0,2850,0,8,1,0,0,0,0,59,3,0
2766,1380,2018,1,0,0,1,1,9500.0,0,0.0,1,0,6,1,0,750,0,0,0,0,0,13,0,0,0,254,0,1,1,0,1,1,9500.0,0,1,0,3000,0,19,1,0,0,0,0,70,0,0
2767,4768,2016,1,0,1,3,0,13500.0,0,0.0,1,1,4,0,0,750,0,0,0,0,1,4,1,0,0,115,0,0,1,1,1,3,13500.0,1,0,0,3000,0,17,1,0,0,0,0,41,4,0
2768,1447,2018,1,0,0,0,1,25000.0,0,8500.0,1,0,4,0,1,750,0,0,0,0,1,25,0,1,0,89,0,1,2,0,1,1,16500.0,1,0,0,3000,0,7,1,0,0,0,0,51,1,0
2769,4807,2017,1,0,0,2,0,8500.0,1,0.0,12,0,0,0,0,750,0,0,0,1,0,2,1,0,0,75,0,0,1,1,1,3,8500.0,1,0,0,3000,0,14,1,0,0,0,0,43,3,0
2770,4808,2017,1,0,0,0,0,15000.0,1,0.0,7,0,3,0,0,750,0,0,0,1,0,25,1,0,0,29,1,0,3,1,1,2,15000.0,0,0,0,3000,0,6,1,0,0,0,1,26,3,0
2771,3151,2018,1,0,0,2,0,48000.0,1,12500.0,2,0,0,0,1,750,0,0,0,1,2,25,1,0,0,277,0,0,2,1,1,3,35500.0,0,0,1,2550,0,13,1,0,0,0,0,65,2,0
2772,1503,2015,1,1,0,0,0,16500.0,1,0.0,2,0,0,0,0,750,0,0,0,1,1,11,1,0,0,98,0,0,2,1,1,2,16500.0,0,0,0,2800,0,8,1,0,0,0,0,40,0,0
2773,1532,2020,1,0,0,0,1,8500.0,0,0.0,9,0,3,1,0,750,0,0,0,0,0,5,0,0,0,54,0,1,1,0,1,1,8500.0,1,0,0,2700,0,11,1,0,0,0,0,30,4,0
2774,1552,2013,1,0,0,5,0,32500.0,1,3500.0,1,0,6,0,1,750,1,0,0,1,2,13,1,0,0,145,0,0,0,1,1,3,29000.0,1,0,0,3000,0,2,1,0,0,0,0,42,3,0
2775,1560,2015,3,0,0,0,1,15000.0,0,0.0,8,0,1,1,0,750,4,0,0,0,0,20,0,0,0,31,1,1,0,0,0,1,15000.0,1,0,0,3000,1,17,1,0,0,0,0,21,1,0
2776,4888,2019,1,0,0,0,1,26500.0,0,0.0,10,0,3,0,0,750,0,0,0,0,1,31,0,1,0,65,0,1,2,0,0,1,26500.0,0,1,0,3000,1,12,1,0,0,0,0,37,4,0
2777,3244,2018,1,0,0,0,0,12000.0,1,0.0,3,0,3,0,0,750,0,0,0,1,0,28,1,0,0,73,0,0,1,0,1,2,12000.0,1,0,0,3000,0,14,0,1,0,0,0,46,1,0
2778,1603,2019,1,0,1,3,0,45500.0,1,2500.0,2,0,1,0,4,750,1,0,0,0,2,12,1,0,0,78,0,0,0,1,1,4,43000.0,1,0,0,3000,0,0,1,0,0,0,0,50,3,0
2779,4937,2016,2,0,0,1,0,15000.0,1,0.0,10,0,1,0,0,750,0,0,0,0,0,1,1,0,0,7,0,0,1,0,0,2,15000.0,0,0,1,3000,1,12,1,0,1,0,0,39,3,0
2780,1622,2017,1,0,0,0,0,14000.0,1,0.0,11,0,2,0,0,750,0,0,0,1,0,20,1,0,0,223,0,0,2,0,1,1,14000.0,1,0,0,3000,0,11,0,1,0,0,0,53,1,0
2781,1660,2015,1,0,0,1,0,37000.0,1,13500.0,5,0,4,0,2,750,0,0,0,0,2,31,1,0,0,17,0,0,1,0,1,2,23500.0,0,0,0,2800,0,11,0,0,1,1,1,32,1,0
2782,4986,2020,1,0,0,2,0,41500.0,1,7500.0,7,0,4,0,2,750,0,0,0,0,2,5,1,0,0,54,0,0,1,1,1,4,34000.0,1,0,0,3000,0,2,1,0,1,0,0,28,4,0
2783,1662,2017,1,0,0,0,1,7000.0,0,0.0,9,0,5,1,0,750,0,0,0,0,0,28,0,0,1,89,0,1,2,0,1,1,7000.0,0,0,0,3000,0,13,1,0,0,0,0,65,1,0
2784,4995,2014,1,0,0,0,0,1000.0,0,0.0,7,1,3,0,0,750,0,0,0,0,0,18,1,0,0,103,0,0,1,0,1,1,1000.0,1,0,0,3000,0,23,0,1,1,0,0,53,4,0
2785,1679,2020,1,0,0,0,0,7500.0,1,0.0,8,0,3,0,0,750,0,0,0,1,0,29,1,0,0,357,0,0,1,0,1,2,7500.0,0,0,0,3000,0,3,0,1,0,0,1,66,3,0
2786,16,2016,2,0,0,1,0,9000.0,0,0.0,12,0,3,0,0,750,0,0,1,1,0,12,1,0,0,45,0,0,0,1,1,2,9000.0,0,0,1,3000,0,6,1,0,0,0,0,26,1,0
2787,3357,2016,1,0,0,2,0,44500.0,0,10500.0,1,0,4,0,1,750,0,0,1,1,2,11,1,0,0,92,0,0,0,1,1,2,34000.0,1,0,0,3000,0,17,1,0,0,0,0,38,1,0
2788,1701,2015,1,0,0,0,0,23500.0,1,0.0,9,0,0,0,0,750,0,1,0,1,1,9,1,0,0,67,0,0,3,0,1,2,23500.0,1,0,0,3000,0,14,0,0,0,0,0,29,3,0
2789,3456,2018,1,0,0,0,1,18000.0,0,0.0,10,0,2,0,0,750,0,0,0,0,1,30,0,1,0,4,0,1,2,0,1,1,18000.0,0,0,0,3000,0,20,1,0,0,0,1,30,2,0
2790,3466,2019,2,0,0,0,1,17000.0,0,0.0,11,0,0,1,0,750,0,0,0,0,1,25,0,0,0,58,0,1,1,0,1,1,17000.0,0,1,0,3000,0,8,1,0,0,0,0,40,2,0
2791,3496,2019,1,0,0,1,0,24000.0,1,0.0,12,0,4,0,0,750,0,0,0,0,1,6,1,0,0,71,0,0,1,0,1,2,24000.0,1,0,0,2950,0,18,1,0,1,0,0,23,3,0
2792,1834,2018,2,0,0,0,0,19500.0,1,0.0,6,0,0,0,0,750,0,0,0,0,0,3,1,0,0,45,0,0,1,0,1,2,19500.0,1,0,0,2600,0,13,1,0,1,0,0,40,3,0
2793,3544,2020,1,0,1,3,0,21500.0,1,9500.0,7,0,3,0,2,750,0,0,0,0,1,11,1,0,0,39,0,0,0,1,1,4,12000.0,1,0,0,2950,0,21,1,0,0,0,0,40,4,0
2794,237,2018,1,0,0,0,1,13500.0,0,0.0,10,0,3,1,0,750,0,0,0,0,0,24,0,0,0,104,0,1,2,0,0,1,13500.0,1,0,0,3000,1,17,1,0,0,0,0,53,3,0
2795,3579,2013,1,0,0,0,0,14500.0,0,0.0,8,0,4,0,0,750,0,0,0,0,1,30,1,0,0,46,0,0,2,1,0,2,14500.0,1,0,0,3000,1,19,1,0,1,0,0,50,3,1
2796,3588,2016,2,0,0,2,0,130000.0,1,100000.0,4,0,1,0,1,750,0,0,0,1,2,23,1,0,0,23,0,0,3,1,1,3,30000.0,0,0,0,2600,0,13,1,0,0,0,1,32,3,0
2797,3598,2020,1,0,0,2,0,9000.0,1,0.0,4,0,0,0,0,750,0,0,0,1,0,1,1,0,0,120,0,0,0,0,0,2,9000.0,0,0,1,3000,1,14,0,1,0,0,0,45,3,0
2798,1935,2017,1,0,0,0,0,17500.0,0,0.0,12,0,3,0,0,750,0,0,1,0,0,19,1,0,0,123,0,0,0,0,0,1,17500.0,1,0,0,3000,1,6,0,1,1,0,0,30,4,0
2799,293,2014,1,0,0,1,0,42000.0,1,14000.0,10,0,6,0,2,1050,0,0,0,0,2,6,1,0,0,128,0,0,2,1,1,4,28000.0,1,0,0,2650,0,12,1,0,1,0,0,41,3,0
2800,1982,2020,2,0,0,3,0,23000.0,1,0.0,1,0,1,0,0,750,0,0,0,0,1,1,1,0,0,45,0,0,1,1,0,3,23000.0,1,0,0,3000,1,8,1,0,1,0,0,22,3,0
2801,2000,2013,1,0,1,2,0,39000.0,1,10500.0,7,0,5,0,1,750,0,0,0,0,2,13,1,0,0,65,0,0,0,1,1,3,28500.0,1,0,0,3000,0,11,1,0,0,0,0,34,1,0
2802,3668,2017,1,0,1,0,0,9500.0,1,0.0,1,0,0,0,0,750,0,0,0,0,0,7,1,0,0,63,0,0,0,1,1,3,9500.0,1,0,0,3000,0,14,1,0,0,0,0,32,3,0
2803,3673,2018,1,0,0,1,0,33500.0,0,18000.0,10,1,5,0,1,750,0,0,0,1,1,19,1,0,1,175,0,0,1,1,1,2,15500.0,0,0,0,2850,0,14,1,0,0,0,0,59,3,0
2804,341,2020,1,0,0,0,1,16500.0,0,0.0,10,0,1,1,0,750,0,0,0,0,0,29,0,0,1,49,0,1,2,0,0,1,16500.0,0,0,0,3000,1,6,1,0,0,0,0,32,1,0
2805,353,2015,1,0,0,0,0,15000.0,0,0.0,3,0,0,0,0,750,0,0,1,1,0,25,1,0,0,133,0,0,2,0,1,2,15000.0,0,0,1,2750,0,11,0,1,0,0,0,35,4,0
2806,2032,2013,1,0,0,0,1,9500.0,0,0.0,8,0,3,1,0,750,0,0,0,0,0,8,0,0,0,106,0,1,1,0,1,1,9500.0,0,0,1,3000,0,7,1,0,0,0,0,45,4,0
2807,371,2017,1,0,0,1,0,23500.0,1,0.0,11,0,3,0,0,750,0,0,0,1,1,14,1,0,0,129,0,0,0,0,0,2,23500.0,0,0,1,3000,1,16,1,0,0,0,0,71,1,0
2808,3745,2016,1,0,1,0,0,23500.0,1,0.0,1,0,0,0,0,750,0,0,0,0,0,7,1,0,0,42,0,0,0,0,1,2,23500.0,1,0,0,3000,0,11,0,1,0,0,0,37,1,0
2809,2087,2016,1,0,1,0,0,12500.0,1,0.0,10,0,5,0,0,750,0,0,0,0,0,19,1,0,0,128,0,0,3,1,1,2,12500.0,1,0,0,2700,0,15,1,0,0,0,0,39,3,0
2810,3760,2017,1,0,0,3,0,64500.0,1,28000.0,2,0,1,0,2,750,0,0,0,1,2,19,1,0,0,156,0,0,0,1,1,4,36500.0,1,0,0,3000,0,16,1,0,0,0,0,67,2,0
2811,446,2013,1,0,0,0,1,10000.0,0,0.0,11,0,5,0,0,750,0,0,0,0,1,23,0,1,0,62,0,1,0,0,1,1,10000.0,1,0,0,3000,0,22,1,0,0,0,0,24,2,0
2812,3805,2016,1,0,0,0,0,13500.0,1,0.0,1,0,1,0,0,750,0,0,0,0,1,15,1,0,0,98,0,0,0,1,1,2,13500.0,0,0,1,3000,0,18,1,0,1,0,0,62,1,0
2813,2149,2019,1,0,1,0,0,47000.0,1,25000.0,3,0,0,0,1,750,0,0,0,0,1,18,1,0,0,144,0,0,1,1,1,3,22000.0,0,0,1,3000,0,4,1,0,0,0,0,39,4,0
2814,484,2020,1,0,0,0,0,52000.0,1,30000.0,6,0,1,0,2,750,0,0,0,1,1,18,1,0,0,216,0,0,0,1,1,2,22000.0,1,0,0,2600,0,23,1,0,0,0,0,50,2,0
2815,3827,2016,1,0,0,0,0,11000.0,1,0.0,11,0,6,0,0,750,0,0,0,1,1,24,1,0,0,177,0,0,1,1,1,2,11000.0,1,0,0,2900,0,12,1,0,0,0,0,40,1,0
2816,523,2017,4,0,0,3,0,15500.0,0,0.0,3,0,3,0,0,750,1,0,1,0,1,14,1,0,0,13,0,0,0,1,1,3,15500.0,0,0,1,3000,0,15,1,0,1,0,0,19,1,0
2817,533,2019,1,0,1,2,0,18000.0,1,0.0,11,0,1,0,0,750,1,0,0,0,1,19,1,0,0,131,0,0,2,0,1,2,18000.0,1,0,0,3000,0,10,1,0,0,0,0,48,3,0
2818,534,2020,2,0,0,0,0,24500.0,1,0.0,11,0,4,0,0,750,0,0,0,1,1,29,1,0,1,27,0,0,2,1,0,2,24500.0,0,0,0,3000,1,13,1,0,0,0,0,28,4,0
2819,3871,2016,1,0,0,2,0,40000.0,0,25000.0,8,1,2,0,1,750,0,0,0,0,1,14,1,0,0,140,0,0,1,0,0,2,15000.0,1,0,0,3000,1,15,1,0,1,0,0,48,2,0
2820,559,2015,1,0,0,0,0,6500.0,1,0.0,11,0,2,0,0,750,1,0,0,1,0,6,1,0,0,41,0,0,0,0,1,1,6500.0,0,0,1,3000,0,13,0,1,0,0,0,22,1,0
2821,2235,2020,1,1,1,1,0,15500.0,1,0.0,1,0,1,0,0,750,0,0,0,0,1,29,1,0,0,193,0,0,3,0,1,2,15500.0,0,0,0,3000,0,11,1,0,0,0,0,73,1,0
2822,2238,2014,2,0,0,0,0,3500.0,1,0.0,1,0,4,0,0,750,0,0,0,0,0,11,1,0,0,39,0,0,1,0,0,1,3500.0,1,0,0,3000,1,2,0,1,1,0,0,46,4,0
2823,2242,2015,1,0,0,0,0,16500.0,1,0.0,10,0,6,0,0,750,0,0,0,1,1,20,1,0,0,274,0,0,1,0,1,2,16500.0,0,0,0,2600,0,18,1,0,0,0,1,72,3,0
2824,618,2013,1,0,0,2,0,48500.0,1,25000.0,10,0,1,0,4,750,0,0,0,1,2,15,1,0,0,258,0,0,0,1,1,3,23500.0,1,0,0,3000,0,18,1,0,0,0,0,47,4,0
2825,633,2016,1,0,0,0,0,14000.0,1,0.0,9,0,3,0,0,750,0,0,0,0,0,19,1,0,0,62,0,0,2,1,0,2,14000.0,1,0,0,3000,1,5,1,0,1,0,0,32,1,0
2826,3995,2019,1,0,1,4,0,23000.0,1,0.0,2,0,6,0,0,750,1,0,0,0,1,24,1,0,1,98,0,0,1,1,1,2,23000.0,0,0,0,3000,0,8,1,0,0,0,0,41,3,0
2827,669,2008,1,1,0,1,0,1000.0,1,0.0,2,0,4,0,0,750,0,0,0,1,1,8,1,0,0,365,0,0,2,1,1,2,1000.0,0,0,0,2900,0,6,1,0,0,0,0,61,1,0
2828,678,2017,1,0,0,0,0,15000.0,0,0.0,11,0,0,0,0,750,1,0,0,0,1,11,1,0,0,113,0,0,0,0,1,2,15000.0,1,0,0,3000,0,6,1,0,1,0,0,43,3,1
2829,2414,2014,1,0,0,3,0,37000.0,1,23000.0,10,0,3,0,2,750,0,0,0,1,1,3,1,0,0,65,0,0,2,1,1,4,14000.0,1,0,0,3000,0,18,1,0,0,0,0,61,3,0
2830,4087,2013,1,0,0,0,0,17500.0,0,0.0,11,0,0,0,0,750,0,0,1,0,1,18,1,0,0,72,0,0,2,1,1,2,17500.0,1,0,0,3000,0,15,1,0,1,0,0,28,3,0
